Name,ID,Pos,Squad,Min
Garner James,4e015693,"['CM', 'CM', 'RM', 'DM', 'DM', 'CM', 'CM', 'CM', 'CM', 'CM', 'DM', 'CM', 'DM', 'DM', 'DM', 'CM', 'DM', 'RM', 'WB', 'CM', 'RM', 'CM', 'RM', 'RM', 'RM', 'CM', 'RM', 'CM', 'RM', 'CM', 'CM', 'RB', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'LM', 'AM', 'DM', 'DM']",['Everton'],2533.0
Gbamin Jean-Philippe,6bd603db,"['DM', 'DM', 'CM', 'DM', 'DM', 'DM', 'CB', 'CB', 'DM', 'AM', 'DM', 'DM', 'DM', 'CB', 'CM', 'DM']","['Dunkerque', 'tr Trabzonspor', 'Trabzonspor', ""ci Côte d'Ivoire""]",1127.0
Ghoddos Saman,f7b1d4e0,"['LW', 'RM', 'LW', 'RB', 'LB', 'CM', 'CM', 'CM', 'DM', 'RM', 'CM', 'LB', 'FW', 'LB', 'LM', 'LW', 'FW', 'CM', 'RM', 'AM', 'LM', 'WB', 'CM', 'WB', 'RB', 'CM', 'RM', 'WB', 'LW', 'LB', 'RB', 'RB', 'LB', 'RB', 'LB', 'DM', 'DM', 'CM']","['ir IR Iran', 'Brentford']",1074.0
Gibbs-White Morgan,32f60ed8,"['AM', 'RW', 'AM', 'FW', 'AM', 'FW', 'AM', 'FW', 'AM', 'FW', 'RM', 'AM', 'RM', 'LW', 'LW', 'RW', 'RM', 'AM', 'RW', 'LM', 'RW', 'FW', 'RW', 'AM', 'RB', 'FW', 'LW', 'FW', 'AM', 'FW', 'RW', 'AM', 'AM', 'AM', 'AM', 'AM', 'AM', 'AM', 'AM', 'AM', 'FW', 'AM', 'AM', 'AM', 'WB', 'AM', 'RW', 'AM', 'LW', 'RM', 'AM', 'AM', 'AM', 'FW', 'FW', 'LW', 'LM', 'LW', 'AM', 'AM', 'AM', 'AM', 'RM', 'AM', 'LM', 'AM', 'RW', 'RW', 'LW', 'RM', 'RW', 'RW', 'RW', 'RM', 'RM', 'RW', 'AM', 'AM', 'FW', 'FW', 'AM']","[""Nott'ham Forest"", 'Wolves']",4761.0
Gil Bryan,7b5ab7f2,"['AM', 'AM', 'RW', 'AM', 'RM', 'LM', 'WB', 'AM', 'LB', 'WB', 'AM', 'FW', 'LW', 'WB', 'LM', 'LW', 'LM', 'LW', 'LW', 'LW', 'LW', 'LW', 'LW', 'LW', 'LM', 'LW', 'AM', 'RM', 'AM', 'FW', 'AM', 'AM', 'AM', 'LW', 'LW', 'LW', 'LW', 'AM', 'LW', 'LW', 'LW', 'LM', 'DM', 'RW']","['es Sevilla', 'Tottenham', 'Sevilla', 'eng Tottenham']",1774.0
Gilchrist Alfie,d91f104d,"['CB', 'CB', 'LB', 'CB', 'CB', 'CB', 'CB', 'DM', 'RB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB']",['Chelsea'],2508.0
Gilmour Billy,df10e27c,"['CM', 'CM', 'DM', 'DM', 'DM', 'DM', 'CM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'LM', 'DM', 'CM', 'DM', 'DM', 'CM']","['sct Scotland', 'Brighton']",872.0
Godfrey Ben,9f7c837d,"['CB', 'RB', 'CB', 'CB', 'CB', 'LB', 'LB', 'CB', 'LB', 'RB', 'LB', 'RB', 'LB', 'RB', 'RB', 'RB', 'CB', 'CB', 'CB', 'CB']",['Everton'],1073.0
Gomes André,1961b2aa,"['AM', 'CM', 'DM', 'AM', 'AM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'CM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'CM', 'DM', 'DM', 'DM', 'DM', 'DM', 'LM', 'DM', 'CM']","['Lille', 'Everton']",1825.0
Gomes Claudio,22f6ed2c,"['CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'DM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'LM', 'DM', 'CM', 'DM', 'RM', 'CM', 'CM', 'CM', 'DM', 'DM', 'CM', 'DM', 'DM', 'DM', 'DM', 'CM', 'DM', 'CM', 'CM']",['Palermo'],3367.0
Gomes João,8b57ad2c,"['LW', 'LM', 'RM', 'CM', 'CM', 'LM', 'DM', 'LM', 'CM', 'LM', 'DM', 'LM', 'DM', 'DM', 'LM', 'LM', 'CM', 'RM', 'CM', 'LM', 'CM', 'CM', 'DM', 'CM', 'FW', 'CM', 'RM', 'CM', 'RM', 'LM', 'CM', 'LM', 'DM', 'LM', 'CM', 'RM', 'LM', 'LM', 'LM', 'LM', 'LM', 'CM', 'DM', 'LM', 'CM', 'DM', 'CM', 'CM', 'CM', 'DM', 'AM', 'DM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM']","['br Flamengo', 'Flamengo', 'Wolves']",3308.0
Gomes Toti,f0caab96,"['CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'LB', 'CB', 'LB', 'CB', 'LB', 'LB', 'CB', 'LB', 'LB', 'CB', 'LB', 'WB', 'LB', 'LB', 'CB', 'CB', 'CB', 'CB', 'CB', 'LB', 'CB', 'CB', 'CB', 'CB', 'LB', 'LB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB']","['Wolverhampton Wanderers', 'pt Portugal', 'Wolves']",2570.0
Gomez Joe,7a11550b,"['CB', 'CB', 'CB', 'CB', 'CB', 'RB', 'RB', 'RB', 'CB', 'CB', 'CB', 'CB', 'FW', 'CB', 'CB', 'CB', 'RB', 'RB', 'RB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'RB', 'RB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'RB', 'CB', 'CB', 'RB', 'RB', 'RB', 'RB', 'RB', 'LB', 'RB', 'LB', 'CM', 'RB', 'LB', 'RB', 'RB', 'RB', 'CB', 'RB', 'RB', 'LB', 'RB', 'RB', 'CB', 'CB']","['eng Liverpool', 'Liverpool']",3283.0
Gonzalez Enso,7e5bebeb,"['RM', 'FW', 'RM', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'RM', 'RM', 'RM', 'FW', 'RM', 'FW', 'LW', 'LW', 'RW', 'AM', 'AM', 'AM', 'AM', 'FW', 'FW', 'FW', 'FW', 'LM', 'CM', 'FW']","['Wolverhampton Wanderers', 'py Libertad', 'Libertad']",2217.0
Goode Charlie,7aee4dd3,"['CB', 'CB', 'CB']",['Blackpool'],207.0
Gordon Anthony,2bd83368,"['FW', 'FW', 'LW', 'RW', 'FW', 'RW', 'LW', 'LW', 'RW', 'LW', 'RW', 'RW', 'RW', 'RW', 'RW', 'LW', 'RW', 'RW', 'WB', 'LW', 'LM', 'LW', 'RM', 'RW', 'LW', 'RW', 'RM', 'RW', 'LW', 'LW', 'LW', 'LW', 'LM', 'RW', 'RW', 'RM', 'FW', 'LW', 'LW', 'LW', 'LW', 'RW', 'RW', 'LW', 'LW', 'RM', 'RW', 'LW', 'LW', 'LW', 'RW', 'LW', 'FW', 'FW', 'LW', 'LW', 'FW', 'LW', 'LW', 'FW', 'LW', 'RW', 'LW', 'LW', 'LW', 'LW', 'FW', 'FW', 'LW', 'LW']","['Everton', 'Newcastle Utd', 'eng Newcastle Utd']",3438.0
Gordon John-Kymani,d7e24aa1,"['FW', 'FW', 'LM', 'LW', 'FW', 'AM', 'AM', 'AM', 'AM', 'FW', 'FW', 'FW', 'FW', 'FW', 'CM', 'FW', 'FW', 'FW', 'FW', 'AM', 'AM', 'FW']","['Cambridge Utd', 'Crystal Palace', 'Carlisle United']",1737.0
Gore Daniel,861e9b3b,"['CM', 'FW', 'AM', 'AM', 'DM', 'AM', 'DM', 'DM', 'DM', 'DM', 'AM', 'DM', 'DM', 'DM', 'DM', 'CM']",['Manchester Utd'],1434.0
Gravenberch Ryan,b8e740fb,"['CM', 'LW', 'CM', 'DM', 'AM', 'AM', 'AM', 'AM', 'AM', 'DM', 'LW', 'CM', 'DM', 'DM', 'CM', 'DM', 'CM', 'DM', 'CM', 'DM', 'CM', 'DM', 'CM', 'DM', 'LM', 'CM', 'DM', 'CM', 'DM', 'CM', 'DM', 'AM', 'DM', 'LM', 'DM', 'AM', 'AM', 'CM', 'LW', 'RW', 'LM', 'CM', 'LM', 'LM', 'LM', 'RM', 'LM', 'LM', 'FW', 'LM', 'CM', 'CM', 'LM', 'LM', 'RM', 'LM', 'CM']","['eng Liverpool', 'de Bayern Munich', 'Liverpool', 'Bayern Munich']",1781.0
Gray Demarai,4468ec10,"['LM', 'RM', 'LW', 'RW', 'LW', 'LW', 'FW', 'RW', 'FW', 'RW', 'LW', 'LW', 'LM', 'RW', 'FW', 'CM', 'LW', 'LW', 'LW', 'RW', 'LW', 'LW', 'FW', 'LM', 'LW', 'LM', 'AM', 'FW', 'FW', 'AM', 'FW', 'RM', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'RW', 'CM', 'FW', 'LW', 'FW', 'FW', 'FW', 'LW', 'LM', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'AM', 'FW', 'FW']","['Al-Ettifaq', 'Everton', 'jm Jamaica']",4004.0
Grealish Jack,b0b4fd3e,"['LW', 'LW', 'LW', 'LW', 'LM', 'LW', 'LW', 'LM', 'LW', 'LW', 'LW', 'LW', 'LW', 'LW', 'LW', 'LW', 'LW', 'LW', 'LW', 'LW', 'LM', 'LW', 'LW', 'LW', 'LW', 'LW', 'LM', 'LW', 'LW', 'LW', 'LW', 'LW', 'LM', 'LW', 'LW', 'FW', 'FW', 'LW', 'LW', 'LW', 'LM', 'FW', 'LW', 'LM', 'LW', 'AM', 'LW', 'LW', 'LW', 'CM', 'CB', 'FW', 'FW', 'FW', 'LW', 'LW', 'FW', 'LW', 'LW', 'FW', 'LW', 'LW', 'LW', 'CM', 'LW', 'LW', 'LW', 'LW', 'LW', 'LW', 'LM', 'LW', 'AM', 'AM', 'FW', 'LW', 'AM', 'LW', 'LW', 'CM', 'AM', 'LW', 'LW']","['eng England', 'eng Manchester City', 'Manchester City']",4955.0
Griffiths Harvey,6e4cb264,"['CM', 'CM', 'CM', 'CM', 'DM', 'CM', 'CB', 'CM', 'DM', 'DM', 'CM', 'CM', 'DM', 'DM', 'DM', 'CM', 'DM', 'DM', 'DM']",['Wolverhampton Wanderers'],1609.0
Groß Pascal,8aec0537,"['CM', 'RM', 'AM', 'FW', 'AM', 'DM', 'RM', 'FW', 'RM', 'FW', 'RW', 'CM', 'DM', 'DM', 'CM', 'AM', 'AM', 'FW', 'AM', 'AM', 'RB', 'AM', 'RB', 'RB', 'AM', 'DM', 'DM', 'DM', 'CM', 'RM', 'RB', 'DM', 'DM', 'RB', 'CM', 'RB', 'DM', 'DM', 'DM', 'LB', 'DM', 'DM', 'DM', 'DM', 'RB', 'DM', 'RB', 'DM', 'RB', 'RM', 'RB', 'LB', 'DM', 'RB', 'RB', 'DM', 'DM', 'CM', 'RB', 'LB', 'LB', 'DM', 'DM', 'RB', 'RB', 'RB', 'DM', 'DM', 'DM', 'DM', 'RM', 'DM', 'DM', 'DM', 'AM', 'CM', 'LB', 'RB', 'CM', 'DM', 'RB', 'DM', 'LB', 'AM', 'LB', 'RB', 'DM', 'DM', 'CM', 'DM', 'DM', 'CM', 'LB', 'DM', 'DM', 'DM']","['de Germany', 'eng Brighton', 'Brighton']",5645.0
Guedes Gonçalo,e6bc67d7,"['FW', 'FW', 'RW', 'LW', 'FW', 'LW', 'LM', 'FW', 'LW', 'RW', 'RW', 'RW', 'LM', 'FW', 'LW', 'AM', 'FW', 'AM', 'LW', 'LW', 'AM', 'FW', 'FW', 'AM', 'AM', 'LW', 'LW', 'RW', 'LW', 'LW', 'LW', 'AM', 'CM', 'FW', 'FW', 'FW', 'FW', 'AM', 'FW', 'LW', 'DM', 'FW', 'DM', 'LW', 'LW', 'LM', 'LW', 'LW']","['pt Benfica', 'Benfica', 'pt Portugal', 'Wolves']",1594.0
Guimarães Bruno,82518f62,"['CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'DM', 'CM', 'CM', 'CM', 'DM', 'DM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'LM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'DM', 'DM', 'CM', 'CM', 'DM', 'DM', 'CM', 'CM', 'CM', 'DM', 'CM', 'CM']","['br Brazil', 'Newcastle Utd', 'eng Newcastle Utd']",5735.0
Guéhi Marc,d0706b27,"['CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB']","['eng England', 'Crystal Palace']",5563.0
Gvardiol Joško,5ad50391,"['CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'LB', 'LB', 'LB', 'LB', 'LB', 'CB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'CB', 'CB', 'DM', 'LB', 'CB', 'CB', 'LB', 'LB', 'CB', 'LB']","['RB Leipzig', 'hr Croatia', 'eng Manchester City', 'de RB Leipzig', 'Manchester City']",6017.0
Gómez Sergio,01e5f06e,"['LB', 'LB', 'LB', 'LB', 'CM', 'LB', 'DM', 'CM', 'LB', 'LW', 'LB', 'CB', 'LB', 'LM', 'LW', 'LB', 'WB', 'LB', 'LB', 'LM', 'LB', 'LB', 'LB', 'LB', 'LB', 'LM', 'LW', 'LW', 'LB', 'LW', 'CM', 'FW', 'LB', 'LB']","['Anderlecht', 'eng Manchester City', 'Manchester City']",1202.0
Gündoğan İlkay,819b3158,"['LM', 'DM', 'LM', 'DM', 'DM', 'LM', 'CM', 'DM', 'CM', 'CM', 'AM', 'CM', 'CM', 'LM', 'DM', 'LM', 'LM', 'LM', 'AM', 'CM', 'CM', 'LM', 'RB', 'CM', 'CM', 'AM', 'CM', 'DM', 'CM', 'CM', 'DM', 'DM', 'CM', 'CM', 'CM', 'DM', 'CM', 'LM', 'CM', 'AM', 'DM', 'DM', 'DM', 'DM', 'LM', 'LM', 'DM', 'DM', 'CM', 'CM', 'DM', 'LM', 'CM', 'CM', 'DM', 'DM', 'DM', 'DM', 'AM', 'DM', 'CM', 'CM', 'AM', 'CM', 'CM', 'DM', 'CM', 'CM', 'AM', 'CM', 'FW', 'LW', 'LM', 'AM', 'CM', 'CM', 'DM', 'RM', 'AM', 'LM', 'CM', 'CM', 'RM', 'RM', 'CM', 'DM', 'LM', 'AM', 'CM', 'RM', 'LM', 'CM', 'CM', 'DM', 'DM', 'CM', 'LM', 'CM', 'RM', 'DM', 'DM', 'RM', 'LM', 'RM', 'CM', 'DM', 'DM', 'LM', 'RM', 'CM', 'CM', 'DM', 'CM', 'LM', 'CM']","['es Barcelona', 'Barcelona', 'eng Manchester City', 'de Germany', 'Manchester City']",6795.0
Haaland Erling,1f44ac21,"['FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'AM', 'AM', 'FW', 'FW', 'FW', 'FW', 'FW', 'AM', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW']","['no Norway', 'eng Manchester City', 'Manchester City']",6870.0
Hall Lewis,da011f18,"['LM', 'LM', 'CM', 'CM', 'WB', 'LB', 'CM', 'DM', 'CB', 'CB', 'DM', 'DM', 'WB', 'LB', 'DM', 'LB', 'DM', 'LB', 'CM', 'LB', 'LB', 'CM', 'CB', 'LB', 'LB', 'WB', 'LB', 'LM', 'LB', 'LB', 'LB', 'LB', 'LB', 'FW', 'LB', 'LB']","['Newcastle Utd', 'Chelsea', 'eng Newcastle Utd']",2374.0
Harrison Jack,aa849a12,"['LW', 'LW', 'LW', 'LW', 'LW', 'LW', 'RW', 'LW', 'AM', 'AM', 'RW', 'CM', 'LW', 'AM', 'AM', 'LB', 'FW', 'LW', 'RW', 'RW', 'RW', 'AM', 'RW', 'LW', 'RW', 'LW', 'AM', 'AM', 'AM', 'LW', 'RW', 'LW', 'LW', 'LW', 'RW', 'RW', 'LM', 'LM', 'FW', 'RW', 'RW', 'LW', 'RW', 'LM', 'LW', 'RW', 'LW', 'LW', 'RW', 'LM', 'WB', 'AM', 'AM', 'AM', 'AM', 'RM', 'RM', 'RM', 'RM', 'RM', 'RM', 'RM', 'RM', 'FW', 'RM', 'LM', 'RM', 'AM', 'DM']","['Everton', 'Leeds United']",4034.0
Havertz Kai,fed7cb61,"['LW', 'FW', 'FW', 'FW', 'FW', 'RW', 'FW', 'FW', 'AM', 'RW', 'FW', 'AM', 'AM', 'AM', 'FW', 'FW', 'CM', 'AM', 'FW', 'FW', 'FW', 'FW', 'FW', 'AM', 'AM', 'FW', 'FW', 'AM', 'FW', 'FW', 'LM', 'FW', 'FW', 'FW', 'RW', 'FW', 'FW', 'RW', 'RW', 'FW', 'AM', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'AM', 'RW', 'FW', 'FW', 'AM', 'FW', 'FW', 'AM', 'AM', 'AM', 'FW', 'FW', 'FW', 'RW', 'FW', 'FW', 'FW', 'FW', 'LM', 'FW', 'LM', 'FW', 'CM', 'LM', 'LM', 'LM', 'LM', 'LM', 'FW', 'RM', 'RM', 'RM', 'LM', 'RM', 'LM', 'RM', 'LM', 'LM', 'LM', 'FW', 'FW', 'LM', 'FW', 'CM', 'LM', 'RM', 'CM', 'RM', 'FW', 'LB', 'LB', 'LM', 'LM']","['Arsenal', 'eng Chelsea', 'eng Arsenal', 'de Germany', 'Chelsea']",5798.0
Hecke Jan Paul,4fd08daa,"['RB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'LB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB']","['eng Brighton', 'Brighton']",2088.0
Hee-chan Hwang,169fd162,"['FW', 'FW', 'FW', 'LW', 'LW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'RM', 'LM', 'RW', 'FW', 'RW', 'RW', 'RW', 'LW', 'RM', 'AM', 'LW', 'FW', 'LM', 'FW', 'LW', 'RM', 'FW', 'FW', 'RM', 'FW', 'LW', 'FW', 'FW', 'DM', 'FW', 'RW', 'FW', 'FW', 'RM', 'LW', 'LM', 'LM', 'LM', 'RM', 'RW', 'LW', 'LW', 'LW', 'LW', 'FW', 'RM', 'RM', 'AM', 'FW', 'RW', 'LM', 'FW', 'FW', 'LW', 'CM', 'RW', 'FW', 'AM', 'FW', 'LW', 'LW', 'FW', 'AM']","['kr Korea Republic', 'Wolves']",3343.0
Henderson Jordan,935e6b8f,"['RM', 'CM', 'LM', 'CM', 'LM', 'LM', 'LM', 'RM', 'RM', 'DM', 'RM', 'CM', 'CM', 'RM', 'CM', 'DM', 'RM', 'RM', 'RM', 'RM', 'CM', 'RM', 'RM', 'CM', 'RM', 'RM', 'RM', 'CM', 'LM', 'RM', 'LM', 'DM', 'RM', 'LM', 'DM', 'CM', 'RM', 'CM', 'RM', 'RM', 'RM', 'RM', 'RM', 'RM', 'LM', 'DM', 'CM', 'CM', 'DM', 'CM', 'LM', 'RM', 'RM', 'RM', 'CM', 'CM', 'CM', 'CM', 'DM', 'CM', 'CM', 'CM', 'CM', 'DM', 'DM', 'DM', 'DM', 'DM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'DM', 'CM']","['eng Liverpool', 'eng England', 'Al-Ettifaq', 'Liverpool']",4525.0
Henry Rico,8a3c1dc7,"['LB', 'LB', 'LB', 'LM', 'LB', 'WB', 'LB', 'LM', 'LB', 'WB', 'LB', 'WB', 'LB', 'WB', 'LB', 'RB', 'LB', 'WB', 'WB', 'LB', 'LB', 'WB', 'WB', 'WB', 'LB', 'WB', 'WB', 'LB', 'WB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LM', 'LB', 'LB', 'RM', 'LB', 'LB', 'LB']",['Brentford'],3699.0
Heung-min Son,92e7e919,"['AM', 'AM', 'LM', 'AM', 'AM', 'AM', 'AM', 'AM', 'AM', 'AM', 'FW', 'AM', 'AM', 'FW', 'FW', 'AM', 'FW', 'AM', 'AM', 'FW', 'LM', 'FW', 'AM', 'LM', 'AM', 'LW', 'LW', 'AM', 'AM', 'LM', 'AM', 'AM', 'AM', 'RW', 'LW', 'AM', 'AM', 'AM', 'LM', 'AM', 'AM', 'AM', 'AM', 'AM', 'LW', 'LW', 'RW', 'AM', 'LM', 'AM', 'FW', 'RW', 'LW', 'RW', 'LM', 'LM', 'AM', 'AM', 'FW', 'FW', 'AM', 'LW', 'LM', 'AM', 'LW', 'LW', 'LW', 'LW', 'AM', 'FW', 'FW', 'FW', 'FW', 'LW', 'LW', 'FW', 'LW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'AM', 'CM', 'FW', 'FW', 'FW', 'AM', 'FW', 'AM', 'LW', 'FW', 'LW', 'FW', 'AM', 'FW', 'FW', 'AM']","['Tottenham', 'kr Korea Republic', 'eng Tottenham']",6358.0
Hickey Aaron,1780bb4a,"['RB', 'RB', 'RB', 'RB', 'CB', 'RB', 'RB', 'WB', 'RB', 'WB', 'RB', 'WB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'LB', 'RB', 'CB', 'RB', 'RB', 'RB', 'RB', 'RB', 'CB', 'DM', 'RM', 'RM', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'LB', 'LB', 'WB', 'LB', 'WB', 'WB', 'DM', 'RM', 'LM', 'RB']","['sct Scotland', 'Brentford']",3454.0
Hinshelwood Jack,e98211e7,"['DM', 'CM', 'CM', 'CM', 'CM', 'CM', 'DM', 'AM', 'CM', 'CM', 'DM', 'CM', 'CM', 'CM', 'CM', 'DM', 'DM', 'DM', 'DM', 'DM', 'AM', 'AM', 'AM', 'FW', 'CM', 'CB', 'RM', 'DM', 'CM', 'LB', 'LB', 'RB', 'RB', 'LB', 'LW', 'RB']","['eng Brighton', 'Brighton']",2701.0
Hodge Joseph,bd8a5d95,"['CM', 'CM', 'CM', 'CM', 'DM', 'DM', 'CM', 'CM', 'AM', 'CM', 'CM', 'AM', 'RM', 'DM', 'AM', 'DM', 'CB', 'DM', 'CM', 'DM', 'LM', 'CM', 'CM', 'CM', 'DM', 'DM', 'CM']","['Wolverhampton Wanderers', 'Wolves']",1821.0
Holding Rob,d79a8c87,"['CB', 'CB', 'RW', 'CB', 'CB', 'CB', 'CB', 'RM', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB']","['Arsenal', 'Crystal Palace', 'eng Arsenal']",1494.0
Holgate Mason,d0042ab9,"['CB', 'CB', 'CB', 'CB', 'CM', 'RB', 'LB', 'RB', 'CB', 'CB', 'RB', 'CB', 'CB', 'CB']","['Everton', 'Southampton']",846.0
Hubner Justin,f233ed69,"['CB', 'LB', 'LB', 'CB', 'CB', 'CB', 'CB', 'LB', 'CB', 'LB', 'LB', 'LB', 'CB', 'LB', 'CB', 'CB', 'CB', 'LB', 'CB', 'CB', 'CB']",['Wolverhampton Wanderers'],1890.0
Hudson-Odoi Callum,15f3ec41,"['LW', 'LW', 'AM', 'LW', 'AM', 'LW', 'LW', 'LW', 'FW', 'AM', 'LW', 'RW', 'LW', 'RW', 'LW', 'RM', 'LW', 'LW', 'AM', 'LW', 'LW', 'LW', 'LW', 'RW']","['de Leverkusen', 'Leverkusen']",1069.0
Hughes Will,a0666d3e,"['DM', 'DM', 'CM', 'RM', 'CM', 'CM', 'FW', 'DM', 'CM', 'LM', 'RW', 'DM', 'DM', 'RW', 'RW', 'CM', 'CM', 'DM', 'DM', 'DM', 'CM', 'LM', 'DM', 'LM', 'RM', 'RM', 'LM', 'LM', 'CM', 'LM', 'DM', 'LM', 'DM', 'DM', 'CM', 'DM', 'CM', 'AM', 'DM', 'CM', 'DM', 'LM', 'CM', 'LM', 'AM', 'AM', 'DM', 'CM', 'DM', 'DM', 'LM', 'DM', 'RM', 'CM']",['Crystal Palace'],2121.0
Hugill Joe,49134eb2,"['FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW']","['Manchester Utd', 'Altrincham']",1988.0
Hunt Mackenzie,a7a688d7,"['LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'RB', 'CB', 'LM', 'FW', 'LM', 'LB', 'LB', 'LB', 'CM', 'LB', 'FW', 'LB']",['Everton'],1990.0
Hutchinson Omari,bd9553e6,"['FW', 'AM', 'FW', 'RM', 'RM', 'CM', 'AM', 'DM', 'DM', 'AM', 'AM', 'FW', 'CM', 'AM', 'AM', 'RW', 'FW', 'AM', 'FW', 'FW', 'FW', 'FW', 'AM', 'AM', 'LW', 'RW', 'AM', 'LW', 'RW', 'LW', 'RW', 'RB', 'LW', 'AM', 'AM', 'RW', 'RW', 'RW', 'RW', 'RW', 'AM', 'RW', 'LW', 'RW', 'RW', 'FW', 'FW', 'AM']","['Chelsea', 'Ipswich Town']",2787.0
